"APPLICATION_ID","ACTIVITY","ADMINISTERING_IC","APPLICATION_TYPE","ARRA_FUNDED","AWARD_NOTICE_DATE","BUDGET_START","BUDGET_END","CFDA_CODE","CORE_PROJECT_NUM","ED_INST_TYPE","FOA_NUMBER","FULL_PROJECT_NUM","FUNDING_ICs","FUNDING_MECHANISM","FY","IC_NAME","NIH_SPENDING_CATS","ORG_CITY","ORG_COUNTRY","ORG_DEPT","ORG_DISTRICT","ORG_DUNS","ORG_FIPS","ORG_IPF_CODE","ORG_NAME","ORG_STATE","ORG_ZIPCODE","PHR","PI_IDS","PI_NAMEs","PROGRAM_OFFICER_NAME","PROJECT_START","PROJECT_END","PROJECT_TERMS","PROJECT_TITLE","SERIAL_NUMBER","STUDY_SECTION","STUDY_SECTION_NAME","SUBPROJECT_ID","SUFFIX","SUPPORT_YEAR","DIRECT_COST_AMT","INDIRECT_COST_AMT","TOTAL_COST","TOTAL_COST_SUB_PROJECT"
"10326656","K01","DA","1","N","09/23/2021","09/30/2021","07/31/2022","279","K01DA053985","SCHOOLS OF MEDICINE","PA-20-190","1K01DA053985-01A1","NIDA:180068\","OTHER RESEARCH-RELATED","2021","NATIONAL INSTITUTE ON DRUG ABUSE","","ATLANTA","UNITED STATES","INTERNAL MEDICINE/MEDICINE","05","066469933","US","2384501","EMORY UNIVERSITY","GA","303224250","PROJECT NARRATIVE  This research will generate a novel line of high-impact evidence regarding connections among methamphetamine use, social relationships, and cognitive functioning among people with HIV across the life course (ages 18-87) and will highlight pathways to develop interventions to maintain brain health for this population. The Principal Investigator will utilize innovative and rigorous statistical methods including time-varying effect modeling and cross-lagged structural equation modeling by leveraging the NIH?s previous and ongoing investments in HIV and methamphetamine research at the University of California, San Diego. An understanding of how social relationships mediate the impacts of HIV and methamphetamine use on cognitive function across the life span can inform future treatment responses and care interventions designed to reduce substance use and negative impacts on cognitive function among people with co-occurring HIV and substance use disorders.","15028537; ","BENDER, ALEXIS ANNE;","HARTSOCK, PETER","09/30/2021","07/31/2025","Acquired Immunodeficiency Syndrome; Address; Adolescence; Adult; Age; Age-Years; Aging; Area; Award; Biological; brain health; California; Caring; co-infection; cognitive change; cognitive function; cohort; comorbidity; Data; Data Set; Disease; Drug Addiction; Drug usage; Emotions; Ensure; Equation; experience; Family; Funding; Future; HIV; HIV Infections; Impaired cognition; improved; Individual; innovation; insight; Intervention; Investments; Knowledge; Life Cycle Stages; Longevity; longitudinal analysis; longitudinal database; Longitudinal Studies; Measurement; Measures; Mediating; Mental Health; Mentors; Methamphetamine; methamphetamine use; Methods; Modeling; Multivariate Analysis; National Institute of Drug Abuse; National Institute of Mental Health; neurobehavioral; Neurocognitive; Neurocognitive Deficit; novel; Older Population; Pathway interactions; peer; physical conditioning; population health; Positioning Attribute; Principal Investigator; psychosocial; Publications; Qualitative Methods; reduced substance use; Research; Research Training; Risk Factors; Sampling; Scientific Advances and Accomplishments; Scientist; secondary analysis; skills; social relationships; Social support; Societies; Statistical Methods; Statistical Models; Strategic Planning; Structure; substance use; Substance Use Disorder; success; therapy design; therapy development; Time; Training; treatment response; United States National Institutes of Health; Universities; Validity and Reliability; Variant; Vulnerable Populations; young adult; ","A longitudinal analysis of methamphetamine use, social relationships, and cognitive function among people living with HIV","053985","HIBI","HIV/AIDS Intra- and Inter-personal Determinants and Behavioral Interventions Study Section ","","A1","01","166730","13338","180068",""
"10495879","P01","CA","3","N","09/27/2021","04/01/2021","03/31/2022","","P01CA229143","","PA-21-071","3P01CA229143-03S1","NCI:149417\","Non-SBIR/STTR RPGs","2021","NATIONAL CANCER INSTITUTE","","COLUMBUS","UNITED STATES","","03","832127323","US","6218701","OHIO STATE UNIVERSITY","OH","432101016","","1878622; ","PASKETT, ELECTRA D.;","CHOLLETTE, VERONICA","04/11/2019","03/31/2024","","Core A: Administrative Core","229143","ZCA1","Special Emphasis Panel ","6482","S1","03","135136","14281","","149417"
"10325078","R44","AG","2","N","09/21/2021","09/30/2021","08/31/2022","866","R44AG063643","","PAS-19-316","2R44AG063643-02","NIA:1240614\","SBIR-STTR RPGs","2021","NATIONAL INSTITUTE ON AGING","","Morrisville","UNITED STATES","","04","078612328","US","10035324","ASCENT BIO-NANO TECHNOLOGIES, INC.","NC","275606670","Project Narrative Alzheimer?s disease is a devastating terminal disease with no cure, and rapidly increasing worldwide prevalence, posing a global crisis to the healthcare economy. There is a critical need to identify at earlier stages of the disease to better develop preventative and treatment strategies, however there has yet to be a standard test that is easy to admit with a high accuracy at early stages of the disease. The objective of this proposed project is to develop and commercialize an acoustic-based liquid biopsy that will serve as a platform for conducting simple blood tests with rapid processing times and high accuracy for a large suite of exosomal based biomarkers for Alzheimer?s disease present in the patients? blood ? an industry first.","12049879; ","WANG, LIN ;","LUO, YUAN","08/01/2019","08/31/2023","accurate diagnostics; Acoustics; Address; Affect; Alzheimer disease detection; Alzheimer's Disease; Alzheimer's disease diagnosis; Alzheimer's disease diagnostic; Alzheimer's disease pathology; Alzheimer's disease patient; Alzheimer's disease test; Alzheimer?s disease biomarker; Automation; base; Behavioral; Benchmarking; Biological Markers; biomaterial compatibility; Blood; Blood - brain barrier anatomy; Blood Circulation; Blood specimen; Blood Tests; Brain; candidate marker; Cells; commercialization; Computer software; cost; Dementia; Depressed mood; design; Detection; detection sensitivity; Development; Devices; Diagnosis; Diagnostic; diagnostic accuracy; diagnostic technologies; Diagnostic tests; Disease; Disease Progression; early detection biomarkers; Early Diagnosis; Economic Burden; Electronics; exosome; extracellular vesicles; Functional disorder; Health; Healthcare; Healthcare Systems; Human; human old age (65+); Human Resources; Impairment; improved; Industry; insight; Investigational Therapies; Language; Libraries; Lipoproteins; liquid biopsy; Liquid substance; machine learning algorithm; Measures; Mechanics; Medical; Medical Imaging; meetings; Memory; Methods; microfluidic technology; MicroRNAs; microsystems; misfolded protein; Molecular; Molecular Profiling; Monitor; nanobiotechnology; nanoscale; nervous system disorder; Neuraxis; Neurodegenerative Disorders; Neurons; new technology; Pathologic; Patients; Performance; Phase; Physicians; Play; point of care; Population; pre-clinical; Prevalence; prevent; Prevention strategy; Procedures; Process; Proteins; prototype; Quality of life; Recording of previous events; recruit; Reproducibility; Research; Research Personnel; RNA; Role; Sensitivity and Specificity; Series; Small Business Innovation Research Grant; Specificity; Speed; statistical and machine learning; success; Symptoms; System; Systems Development; Techniques; Technology; Terminal Disease; Testing; Therapeutic; Time; tool; Training; treatment strategy; United States; Universities; Work; ","An acoustofluidic device for diagnosing preclinical Alzheimer's disease","063643","ZRG1","Special Emphasis Panel ","","","02","","","1240614",""
"10263556","R01","HD","3","N","08/17/2021","09/30/2021","08/31/2022","865","R01HD098652","","PA-20-222","3R01HD098652-02S1","NICHD:61542\","Non-SBIR/STTR RPGs","2021","EUNICE KENNEDY SHRIVER NATIONAL INSTITUTE OF CHILD HEALTH & HUMAN DEVELOPMENT","","Nashville","UNITED STATES","","05","965717143","US","8721001","VANDERBILT UNIVERSITY","TN","37203","Title: The role of cognitive skills and language experience in grammatical processing This work represents a novel exploration of individual differences in reading ability in both children and adults, with the goal of understanding which factors lead to poor comprehension. Low literacy attainment is linked with poor health outcomes and increased levels of infant and child mortality in the population (DeWalt & Pignone, 2005), and is even more closely associated with poor health than the number of years of school completed (Baker et al., 1996).","8094103; ","WATSON, DUANE G;","MILLER, BRETT","09/30/2021","08/31/2023","Adult; Agreement; Child; Child Mortality; Cognition; Cognitive; cognitive ability; cognitive skill; Comprehension; comprehension skill; Education; experience; experimental study; Goals; Health; improved; Individual Differences; Infant Mortality; Language; language comprehension; language processing; Lead; Link; literacy; Low Income Population; Minority; novel; Outcome; phonology; Population; Predictive Factor; processing speed; programs; Reader; Reading; reading ability; Research; Research Personnel; Role; Schools; Series; Short-Term Memory; skills; Structure; syntax; Testing; theories; Time; Work; ","The Role of Cognitive Skills and Language Experience in Grammatical Processing","098652","LCOM","Language and Communication Study Section ","","S1","02","38828","22714","61542",""
"10187736","I01","VA","1","N","06/15/2021","10/01/2021","09/30/2022","999","I01HX003095","","RFA-HX-20-001","1I01HX003095-01A2","","Non-SBIR/STTR RPGs","2021","Veterans Affairs","","SAN ANTONIO","UNITED STATES","","21","078493228","US","481157","SOUTH TEXAS VETERANS HEALTH CARE SYSTEM","TX","782294404","Patients with social risk factors, including poverty, being a minority, lack of an education, and living in rural areas are all associated with having worse health outcomes and having more difficulties recovering after surgical procedures. We will study the effect of social risk factors and rurality on health outcomes after surgery to identify patients that would benefit from care pathways that help poor people. One problem is that medical records usually do not contain information about social risk factors. We will use multiple data sources to try to determine which social risk factors have the most effect on surgical outcomes. These studies will help us understand outcomes in patients receiving care within and outside of the VA and how to use that data to improve our ability to identify patients that need extra help. In addition, a better understanding of which social risk factors lead to poor outcomes will help us to design care pathways that provide services and treatments that will improve outcomes after surgery.","6835786; ","SHIREMAN, PAULA K;","","10/01/2021","03/31/2025","Acute; Address; Administrator; Affect; American; Area; Assessment tool; barrier to care; base; Benchmarking; burden of illness; care delivery; care fragmentation; care outcomes; Caring; Communities; Community Surveys; comorbidity; cost; Data; Data Collection; Data Set; Data Sources; data warehouse; deprivation; design; Disadvantaged; Distress; diverse data; economic evaluation; Economically Deprived Population; Education; Educational process of instructing; Eligibility Determination; Ethnic Origin; Failure; Fees; frailty; Goals; Health; health care disparity; health care service utilization; health equity; Health Services Accessibility; Health system; Healthcare; high risk; hospital performance; hospital readmission; Hospitals; improved; improved outcome; indexing; Individual; Informatics; innovation; Inpatients; Institutional Practice; Lead; Length of Stay; low socioeconomic status; Machine Learning; machine learning method; Manuscripts; Measures; Medical; Medical Records; Methodology; Methods; military veteran; Minority; Mission; Modeling; mortality; multiple data sources; neighborhood disadvantage; Operative Surgical Procedures; Outcome; outcome prediction; Pathway interactions; patient stratification; Patients; payment; Peer Group; Performance; Phase; point of care; Policies; Population; Postoperative Complications; Postoperative Period; Poverty; predictive modeling; Procedures; programs; Proxy; Race; racial and ethnic; racial minority; residence; Resource Allocation; Resources; Risk; Risk Adjustment; Risk Factors; rural area; Rural Health; rurality; safety net; Services; social; Social Identification; Socioeconomic Status; statistics; surgery outcome; Surgical complication; Surgical Models; surgical risk; System; Techniques; trend; United States; United States Centers for Medicare and Medicaid Services; United States Department of Veterans Affairs; Veterans; Veterans Health Administration; Vulnerable Populations; ","Understanding the effect of rurality and social risk factors on barriers to care and surgical outcomes.","003095","HSR2","HSR-2 Determinants of Patient Response to Care   ","","A2","01","","","",""
"10228603","F31","AA","5","N","08/23/2021","09/29/2021","09/28/2022","273","F31AA027937","SCHOOLS OF ARTS AND SCIENCES","PA-18-671","5F31AA027937-03","NIAAA:46036\","TRAINING, INDIVIDUAL","2021","NATIONAL INSTITUTE ON ALCOHOL ABUSE AND ALCOHOLISM","","COLLEGE PARK","UNITED STATES","PSYCHOLOGY","05","790934285","US","820102","UNIV OF MARYLAND, COLLEGE PARK","MD","207425141","PROJECT NARRATIVE Co-occurring attention-deficit/hyperactivity disorder (ADHD) and alcohol problems are associated with long- term morbidity, disability, and poor treatment prognosis, posing high direct and indirect costs to these individuals and society. College is a period during which youth with ADHD are especially vulnerable for the escalation of risky alcohol use, yet key psychological, behavioral, and environmental factors that amplify risk during this critical developmental period are largely unexamined. The proposed study seeks to integrate foundational components of behavioral economics models of addiction and novel daily diary methodology, with the goal to elucidate predictors and moderators of alcohol problems among college students with and without ADHD. !","15530094; ","ODDO, LAUREN ELIZABETH;","RUFFIN, BEVERLY","09/29/2019","09/28/2022","addiction; Address; Adult; Alcohol abuse; Alcohol consumption; alcohol demand; alcohol misuse; alcohol related problem; alcohol risk; Alcohols; Area; Attention deficit hyperactivity disorder; Behavior; Behavioral; behavioral economics; Characteristics; Choice Behavior; college; college drinker; comorbidity; cost; critical developmental period; Dependence; Development; diaries; Direct Costs; disability; discounting; Disease; drinking; drinking behavior; DSM-IV; Economic Models; Environmental Risk Factor; Etiology; experience; Facilities and Administrative Costs; Fellowship; Fibrinogen; fighting; Foundational Skills; Foundations; Friends; Funding; Goals; Heavy Drinking; high risk; high risk drinking; Hyperactivity; Impulsivity; inattention; indexing; Individual; Informal Social Control; injured; Intervention; Knowledge; Memory Loss; Methodology; Morbidity - disease rate; motivated behavior; National Research Service Awards; novel; Outcome; Pattern; peer; Pharmaceutical Preparations; Prognosis; programs; psychologic; Psychological reinforcement; Reporting; Research; Research Project Grants; Resource Allocation; Rewards; Risk; Risk Factors; Scientific Advances and Accomplishments; Services; skills; Social Environment; Societies; Students; success; Supervision; Symptoms; Training; United States National Institutes of Health; university student; Vomiting; ward; Youth; ","A Behavioral Economics Approach to Understanding the Association between ADHD and Alcohol Problems in College","027937","ZAA1","Special Emphasis Panel ","","","03","46036","","46036",""
"10187355","F32","NS","1","N","05/27/2021","09/30/2021","","853","F32NS117787","SCHOOLS OF MEDICINE","PAR-20-021","1F32NS117787-01A1","NINDS:66390\","TRAINING, INDIVIDUAL","2021","NATIONAL INSTITUTE OF NEUROLOGICAL DISORDERS AND STROKE","","Nashville","UNITED STATES","ANATOMY/CELL BIOLOGY","05","965717143","US","8721001","VANDERBILT UNIVERSITY","TN","37203","A nervous system is made up of individual neurons wired together in highly specific patterns. The goal of this research is to understand how these patterns form by identifying the proteins neurons use to select their partners and determining how the process is genetically regulated. The results will help us understand how innate behaviors are encoded by the genome and explore links between circuit development and neurological disorders.","11940751; ","KENNEDY, TYLER J.;","LAVAUTE, TIMOTHY M","09/30/2021","","Adopted; Affect; Afferent Neurons; Animal Model; Architecture; autism spectrum disorder; Axon; Behavior; behavior test; Behavioral; Behavioral Assay; Biological Assay; Brain; Caenorhabditis elegans; Cells; Cloning; Complex; Computer software; Databases; Defect; Dendrites; design; Development; Electronic Medical Records and Genomics Network; Environment; Excision; expectation; Gene Expression; Genes; Genetic; genetic analysis; Genetic Screening; Genome; Goals; grasp; in vivo; Individual; Instinct; Label; Life Cycle Stages; Link; live cell imaging; Locomotion; Maintenance; Mammals; Maps; meetings; Methods; Modeling; Molecular; Molecular Analysis; Molecular Cloning; Morphogenesis; Movement; Mutagenesis; mutant; Mutation; mutation screening; nervous system disorder; Nervous system structure; Neurodevelopmental Disorder; Neurons; new therapeutic target; Nociception; novel; optogenetics; Oranges; Output; Pathway interactions; Pattern; Phenotype; postsynaptic; Process; programs; Proteins; reconstitution; Reproducibility; Research; response; RNA Interference; Role; Site; Specificity; stem; Synapses; synaptogenesis; Testing; To specify; tool; transcription factor; transcriptome sequencing; Video Recording; Work; ","Molecular Regulators of Synaptic Specificity","117787","NST","Neurological Sciences Training Initial Review Group ","","A1","01","66390","","66390",""
"10380348","R01","AG","1","N","09/21/2021","09/30/2021","05/31/2022","866","R01AG075978","SCHOOL OF MEDICINE & DENTISTRY","RFA-AG-21-034","1R01AG075978-01","NIA:711613\","Non-SBIR/STTR RPGs","2021","NATIONAL INSTITUTE ON AGING","","ROCHESTER","UNITED STATES","GENETICS","25","041294109","US","7047101","UNIVERSITY OF ROCHESTER","NY","146270140","Narrative The overall goal of this project is to determine whether the Human Herpesvirus 6A (HHV6A) latency gene U94A plays a role in Alzheimer?s disease. The study is motivated by recent multiscale network analyses of Alzheimer patients that revealed specific and significant association of Alzheimer disease (AD) with HHV6A. We use Alzheimer patient derived cells and a new mouse model to test the overall hypothesis that U94A, which is expressed during latent HHV6A infection, is a disease-modifying factor that impairs the normal function of neurons and glial cells, and may increase patient vulnerability to other AD causing factors thereby accelerating AD onset and pathology.","6618129; ","MAYER-PROSCHEL, MARGOT ;","MACKIEWICZ, MIROSLAW","09/30/2021","05/31/2026","abeta accumulation; Address; Affect; Alzheimer's Disease; Alzheimer's disease pathology; Alzheimer's disease patient; Alzheimer's disease risk; Amyloid beta-42; Amyloid beta-Protein; Amyloid beta-Protein Precursor; Animal Model; APP-PS1; Axon; base; Behavioral Assay; benign state; Brain; Cell Culture System; Cell physiology; Cells; cellular pathology; cellular transduction; Cognitive deficits; cognitive development; cohort; Data; Defect; Demyelinations; Dendritic Spines; Diffuse; Disease; Disease Progression; Environmental Risk Factor; epidemiology study; experimental study; familial Alzheimer disease; Gelsolin; Genes; Genetic; Goals; HHV-6A; Human; Human Herpesvirus 6; hyperphosphorylated tau; Impaired cognition; Impairment; In Vitro; in vivo; induced pluripotent stem cell; Induced pluripotent stem cell derived neurons; Infection; Infectious Agent; Inflammation; insight; Knock-in Mouse; Learning; Length; Light; Link; Memory; Microscopy; Microtubules; migration; Morphology; mouse model; multiple omics; Mus; mutant; Mutation; Neuraxis; Neurites; Neurodegenerative Disorders; Neuroglia; Neurons; neurotropic virus; oligodendrocyte progenitor; Oligodendroglia; Onset of illness; Pathogenicity; Pathologic; Pathology; Pathway Analysis; Pathway interactions; Patients; performance tests; Phenotype; Play; Process; Proteins; Proteomics; Publishing; Regulation; remyelination; Resolution; Risk Factors; Role; Severities; sex; stem cells; Swedish mutation; Synapses; System; tau phosphorylation; Testing; tool; transcriptomics; Transgenic Mice; Variant; vector control; Virus Diseases; Virus Latency; Work; ","Impact of the Human Herpesvirus 6A (HHV6A) latency gene U94A on Alzheimer disease pathology","075978","ZAG1","Special Emphasis Panel ","","","01","519443","192170","711613",""
"10325534","R43","GM","1","N","09/21/2021","09/30/2021","06/29/2022","859","R43GM142413","","PA-20-260","1R43GM142413-01A1","NIGMS:256551\","SBIR-STTR RPGs","2021","NATIONAL INSTITUTE OF GENERAL MEDICAL SCIENCES","","Salt Lake City","UNITED STATES","","02","081318998","US","10052377","REBEL MEDICINE INC","UT","84108","PROJECT NARRATIVE In this proposal, 109 Therapeutics will develop a novel, opioid-sparing anesthetic wound dressing for partial- thickness dermal wounds (e.g., second-degree burns, skin graft donor sites, abrasion injuries). By combining moist wound healing and extended-duration analgesia, this technology has the potential to change how pain from dermal injury is managed. Significant value may be realized by patients, providers and society by improving patient satisfaction, reducing opioid-related adverse events, and lowering overall costs of care.","15676710 (contact); 7251525; ","DAVIS, BRETT  (contact); SHEA, JILL E;","KODURI, SAILAJA","09/30/2021","06/29/2022","Absence of pain sensation; addiction; Address; Adverse event; Analgesics; Anesthetics; Animal Model; Area; Biocompatible Materials; Biological Assay; Biological Sciences; Bupivacaine; caprolactone; care costs; Cessation of life; Cicatrix; Client satisfaction; Clinic; Clinical; clinically relevant; Collaborations; commercialization; Constipation; Control Groups; Development; Dimensions; Doctor of Philosophy; Dose; Drug Delivery Systems; Drug Kinetics; Epithelial; experience; experimental study; Family suidae; FDA approved; Film; flexibility; Formulation; Gold; healing; Health Care Costs; Healthcare Systems; Histologic; Hospitalization; Hospitals; Hour; Impaired cognition; Impaired wound healing; improved; in vivo; Infection prevention; infection rate; Infiltration; Injury; Local Anesthetics; Measures; mechanical force; mechanical properties; Mechanics; Mission; Modeling; Nausea; non-opioid analgesic; novel; novel therapeutics; Opioid; Opioid Analgesics; opioid sparing; Pain; Pain management; pain reduction; Patient-Focused Outcomes; Patients; Permeability; Pharmacology; Phase; Plasma; poly(lactide); Polymers; Pre-Clinical Model; pre-clinical research; Process; Property; prototype; Provider; readmission rates; Recording of previous events; Research; Resources; response; Safety; second degree burn; Sedation procedure; Site; Skin graft; Skin injury; skin wound; Societies; standard of care; Standardization; Sterile coverings; Structure; Surface; systemic toxicity; Technology; Testing; Therapeutic; Thick; Time; Universities; Utah; Ventilatory Depression; water vapor; Withdrawal; Work; wound dressing; wound healing; Wound models; wound treatment; ","Development of a novel sustained release local anesthetic wound dressing for partial-thickness dermal injuries","142413","ZRG1","Special Emphasis Panel ","","A1","01","","","256551",""
"10230973","U48","DP","5","N","06/09/2021","09/30/2021","09/29/2022","135","U48DP006393","SCHOOLS OF PUBLIC HEALTH","RFA-DP-19-001","5U48DP006393-03","NCCDPHP:750000\","OTHERS","2021","NATIONAL CENTER FOR CHRONIC DISEASE PREV AND HEALTH PROMO","","ATLANTA","UNITED STATES","PUBLIC HEALTH & PREV MEDICINE","05","837322494","US","676604","GEORGIA STATE UNIVERSITY","GA","303023999","Clarkston, Georgia is a refugee settlement and migrant gateway city that accepts thousands of migrants each year. A Prevention Research Center at Georgia State University (the GSU PRC) that is to be housed in the diverse community of Clarkston will provide a unique opportunity for a community-academic partnership focused on migrant health and community needs. This proposed mixed-method implementation study seeks to adapt the evidence-based parenting program, SafeCare, to evaluate two methods of implementation, as addressing early adverse experiences of children is a key to improving long-term mental and physical health.","7946183; ","ERIKSEN, MICHAEL PAUL;","","09/30/2019","09/29/2024","","Addressing Social Determinants of Health in the Most Diverse Square Mile in America","006393","ZDP1","Special Emphasis Panel ","","","03","","","750000",""
"10272338","U24","AG","1","N","09/21/2021","09/30/2021","05/31/2022","866","U24AG073094","","RFA-AG-21-018","1U24AG073094-01","NIA:868336\","OTHER RESEARCH-RELATED","2021","NATIONAL INSTITUTE ON AGING","","ROCKVILLE","UNITED STATES","","08","135782824","US","10012015","ROSE LI AND ASSOCIATES, INC.","MD","20852","Project Narrative ?NIA Collaboratories for Artificial Intelligence and Healthy Aging? or AHA Collab will serve as the coordinating center for AI and Technology Collaboratories for Aging Research (AITC). In addition to providing strategic leadership, efficient coordination, creative dissemination, and effective project management, review, evaluation, and reporting services, AHA Collab will feature AHA Combinator?an incubator that not only matches technologies with capital but also more importantly connects funded pilot projects with strategic and tactical guidance, resources, and mentorship. AHA Collab activities will be focused on potentiating the success of the AITCs and successfully translating research to application for the benefit of older Americans.","8838718; ","LI, ROSE MARIA;","BHATTACHARYYA, PARTHA","09/30/2021","05/31/2026","Academia; Achievement; Adoption; Aging; American; Area; Artificial Intelligence; Businesses; Capital; Caregivers; Caring; catalyst; cloud based; Collaborations; collaboratory; commercialization; Communication; Communities; dashboard; Data; data visualization; Dementia; design; Development; diversity and inclusion; Educational workshop; Ensure; Ethics; Evaluation; Evaluation Reports; Event; experience; Funding; Government; Health; healthy aging; improved; Incubated; Incubators; Industry; Infrastructure; innovation; Joints; Leadership; Learning; machine learning algorithm; Marketing; meetings; Mentorship; National Institute on Aging; Older Population; online community; Outcome; outreach; Persons; Pilot Projects; Positioning Attribute; Process; Productivity; Program Reviews; programs; public-private partnership; Recommendation; Reporting; Research; research and development; Research Personnel; Resources; Science; Services; success; Surveys; symposium; Talents; Technology; tool; Translating; Translational Research; United States; user-friendly; virtual; web site; Work; ","AHA Collab: NIA Collaboratories for Artificial Intelligence (AI) and Healthy Aging","073094","ZAG1","Special Emphasis Panel ","","","01","513473","354863","868336",""
"10285142","F32","NS","1","N","06/18/2021","09/30/2021","09/29/2022","853","F32NS119376","GRADUATE SCHOOLS","PAR-20-021","1F32NS119376-01A1","NINDS:66390\","TRAINING, INDIVIDUAL","2021","NATIONAL INSTITUTE OF NEUROLOGICAL DISORDERS AND STROKE","","NEW YORK","UNITED STATES","INTERNAL MEDICINE/MEDICINE","12","071037113","US","7056601","ROCKEFELLER UNIVERSITY","NY","100656399","Project Narrative Our ability to understand and treat neurological disorders is limited by the gaps in our knowledge of the regulatory mechanisms that enable synaptic plasticity. Neuronal RNA binding proteins (RBPs) are essential regulators of RNA metabolism and have been implicated in diseased states. This study will seek to characterize RBP-RNA interactions in functioning neurons to uncover novel regulatory mechanisms that promote synaptic plasticity underlying learning and memory.","11951939; ","SINGER, RUTH A;","MAMOUNAS, LAURA","09/30/2021","12/29/2022","Affinity Chromatography; Alleles; Alternative Splicing; Axon; Bioinformatics; Biological Assay; Biology; Brain; Breeding; Caliber; calmodulin-dependent protein kinase II; Cell Nucleus; cell type; Cells; Complex; crosslink; Data; Data Set; Dendrites; Disease; DNA; Environment; excitatory neuron; experience; experimental study; Fluorescent in Situ Hybridization; FMR1; Foundations; Gene Expression; Genes; genetic information; Genetic Transcription; High-Throughput Nucleotide Sequencing; Hippocampus (Brain); Immediate-Early Genes; Immunoprecipitation; in vivo; insight; interest; Knowledge; Laboratories; Learning; Light; Lighting; Measures; Mediating; Memory; Messenger RNA; Methodology; Modeling; Molecular; mouse model; mRNA Precursor; Mus; nervous system disorder; Neurologic; neuronal cell body; Neurons; Neuropil; Neurosciences; novel; novel strategies; Optics; optogenetics; Pathologic; Poly A; Population; Process; Protein Biosynthesis; protein distribution; Proteome; Regulation; relating to nervous system; Research; Resolution; response; Rest; RNA; RNA Binding; RNA metabolism; RNA-Binding Proteins; Role; Site; Structure; Synapses; Synaptic plasticity; Technology; Testing; Time; Transcript; Translations; Universities; unpublished works; Up-Regulation; ","Shedding light on the role of RNA binding protein-mediated RNA regulation in synaptic plasticity","119376","NST","Neurological Sciences Training Initial Review Group ","","A1","01","66390","","66390",""
"10379601","U01","DA","1","N","09/24/2021","09/30/2021","06/30/2022","279","U01DA055354","SCHOOLS OF MEDICINE","RFA-DA-21-020","1U01DA055354-01","NIDA:926559\","Non-SBIR/STTR RPGs","2021","NATIONAL INSTITUTE ON DRUG ABUSE","","BURLINGTON","UNITED STATES","PSYCHIATRY","00","066811191","US","8738101","UNIVERSITY OF VERMONT & ST AGRIC COLLEGE","VT","054051704","Project Narrative Various adverse and protective environments may affect child development. The Healthy Brain and Child Development National Consortium (HBCD-NC) will follow 7,500 mothers and their children from 24 locations across the U.S. from before birth to 10 years of age to better understand which harmful and protective environments exert the greatest impact on child development. This study will help to improve the health and development of children across the nation.","6662399; 7888820 (contact); ","GARAVAN, HUGH P.; POTTER, ALEXANDRA S (contact);","PRABHAKAR, JANANI","09/30/2021","06/30/2026","10 year old; Address; Adverse event; Affect; Alcohols; base; Behavioral; Biological; Birth; Brain; Caregivers; caregiving; Child; child bearing; Child Development; cohort; Communities; Complement; Conceptions; COVID-19; critical period; Data; Data Collection; Data Coordinating Center; data harmonization; data integrity; Data Set; data standards; design; Development; DNA; early experience; early life exposure; Enrollment; Environment; Environmental Exposure; Environmental Hazards; Epigenetic Process; Ethics; Event; experience; Exposure to; Feedback; General Population; Genes; Goals; hazard; Health; high dimensionality; Human; improved; Infant; Infection; innovation; insight; Life; Link; Location; magnetic resonance imaging/electroencephalography; Malnutrition; maltreatment; Marijuana; Maternal Health; maternal stress; Measures; Methods; Modality; Monitor; Mothers; multimodality; neurodevelopment; neuroimaging; Newborn Infant; novel; Opioid; Outcome; Participant; Persons; Physiological; Population; postnatal; Pregnancy; pregnant; Pregnant Women; prenatal; Process; protective factors; Protocols documentation; psychologic; Psychopathology; Public Policy; racial and ethnic; recruit; Research; Research Design; Research Personnel; Sampling; Second Pregnancy Trimester; Severities; Shapes; Site; socioeconomics; sound; Stress; Structural Racism; substance use; Time; Time Study; Tobacco; tool; Toxicant exposure; Training; United States; Woman; Work; ","20/24 The Healthy Brain and Child Development National Consortium","055354","ZRG1","Special Emphasis Panel ","","","01","616770","309789","926559",""
