"APPLICATION_ID","ACTIVITY","ADMINISTERING_IC","APPLICATION_TYPE","ARRA_FUNDED","AWARD_NOTICE_DATE","BUDGET_START","BUDGET_END","CFDA_CODE","CORE_PROJECT_NUM","ED_INST_TYPE","FOA_NUMBER","FULL_PROJECT_NUM","FUNDING_ICs","FUNDING_MECHANISM","FY","IC_NAME","NIH_SPENDING_CATS","ORG_CITY","ORG_COUNTRY","ORG_DEPT","ORG_DISTRICT","ORG_DUNS","ORG_FIPS","ORG_IPF_CODE","ORG_NAME","ORG_STATE","ORG_ZIPCODE","PHR","PI_IDS","PI_NAMEs","PROGRAM_OFFICER_NAME","PROJECT_START","PROJECT_END","PROJECT_TERMS","PROJECT_TITLE","SERIAL_NUMBER","STUDY_SECTION","STUDY_SECTION_NAME","SUBPROJECT_ID","SUFFIX","SUPPORT_YEAR","DIRECT_COST_AMT","INDIRECT_COST_AMT","TOTAL_COST","TOTAL_COST_SUB_PROJECT"
"10022159","F31","NS","5","N","12/12/2020","12/01/2020","11/30/2021","853","F31NS115225","OVERALL MEDICAL","PA-19-195","5F31NS115225-02","NINDS:45520\","TRAINING, INDIVIDUAL","2021","NATIONAL INSTITUTE OF NEUROLOGICAL DISORDERS AND STROKE","","CORAL GABLES","UNITED STATES","NONE","27","052780918","US","5221250","UNIVERSITY OF MIAMI SCHOOL OF MEDICINE","FL","331462926","Project Narrative: The spinal cord injury (SCI) site is characterized by chronic inflammation that is an impediment to tissue repair and functional recovery. Macrophages recruited from the periphery to phagocytose myelin and cellular debris become lipid-laden ?foamy? macrophages that exacerbate inflammatory activation at the lesion site. This proposal will address the mechanisms of foamy macrophage formation after SCI, and find novel therapeutic targets to improve lipid processing, restore metabolic function, and reduce inflammation in foam cells after SCI.","15869818; ","RYAN, CHRISTINE BETHANY;","BAMBRICK, LINDA LOUISE","12/01/2019","11/30/2022","Acute; Address; Atherosclerosis; Attenuated; Automobile Driving; axon growth; base; Behavioral; Biological; CD36 gene; cell regeneration; Cells; Cellular Metabolic Process; cellular pathology; central nervous system injury; Chronic; clinically relevant; cytokine; Data; driving force; Environment; Enzymes; Event; experimental study; Exposure to; Face; Foam Cells; Foamy Macrophage; FRAP1 gene; Genetic; Genus Hippocampus; Glycolysis; Histologic; Histopathology; Homeostasis; Immune; improved; In Vitro; in vivo; in vivo evaluation; Infiltration; Inflammation; Inflammatory; inflammatory milieu; Inflammatory Response; Injury; injury recovery; insight; Knockout Mice; Lesion; Link; Lipid-Laden Macrophage; Lipids; Locomotor Recovery; macrophage; Maintenance; Mediating; Metabolic; Metabolic dysfunction; Metabolic Pathway; Metabolic stress; Metabolism; Modeling; Molecular; monocyte; Motor; motor recovery; Myelin; Nerve Regeneration; Neurites; Neurons; new therapeutic target; Oligodendroglia; Outcome; Oxidative Phosphorylation; Pharmacology; Phenotype; prevent; Process; Quality of life; receptor; Recovery; Recovery of Function; recruit; relating to nervous system; repaired; Reporting; Role; scavenger receptor; Signal Transduction; Site; Spinal cord injury; Spinal cord injury patients; Testing; therapeutic target; Time; TimeLine; tissue regeneration; tissue repair; Tissues; uptake; Veins; Work; wound healing; wound injury; ","Mechanisms of inflammation in lipid-laden macrophages after spinal cord injury","115225","ZRG1","Special Emphasis Panel ","","","02","45520","","45520",""
"10071869","F30","CA","5","N","11/04/2020","12/09/2020","12/08/2021","398","F30CA247026","SCHOOLS OF MEDICINE","PA-19-191","5F30CA247026-02","NCI:50520\","TRAINING, INDIVIDUAL","2021","NATIONAL CANCER INSTITUTE","","NEW YORK","UNITED STATES","BIOCHEMISTRY","12","060217502","US","1514803","WEILL MEDICAL COLL OF CORNELL UNIV","NY","100654805","PROJECT NARRATIVE Though significant advances have been made in diagnosis and treatment of breast cancer, prognosis remains poor for patients with metastatic disease. This proposal seeks to characterize the role of novel noncoding RNA elements in suppressing breast cancer metastasis. Completion of this work will lay foundations for the identification and development of future therapeutic targets to combat metastatic disease.","12196871; ","PASSARELLI, MARIA CHRISTINA;","DAMICO, MARK W","12/09/2019","12/08/2023","Academic Medical Centers; Acids; Affect; Amino Acids; Amino Acyl-tRNA Synthetases; Aminoacylation; Attenuated; base; Biogenesis; Biological Assay; Biology; Breast Cancer Cell; Breast cancer metastasis; Breast Cancer Model; Breast Cancer Treatment; Cancer Biology; cancer cell; Cancer Etiology; Cancer Prognosis; cancer subtypes; cell growth; Cell Line; Cell physiology; Cells; Charge; Clinical; combat; Committee Members; Communication; comparative; Data; Development; Diagnosis; Disease; Doctor of Philosophy; doctoral student; Elements; Ensure; Environment; Enzymes; Foundations; Future; Genes; Genetic; Genetic Translation; Human; In Vitro; in vitro Assay; in vivo; insight; Internal Medicine; knock-down; Knock-out; Knockout Mice; Knowledge; Leucine; Leucine-Specific tRNA; Literature; malignant breast neoplasm; Malignant Neoplasms; Mediating; Medical; Mentors; Mentorship; Metastasis Suppression; Metastatic breast cancer; Modeling; Molecular; Molecular Target; mortality; Mouse Mammary Tumor Virus; mouse model; Mus; Neoplasm Metastasis; neoplastic cell; novel; outcome forecast; overexpression; Patient-Focused Outcomes; Patients; Phenotype; Physicians; Play; Process; programs; Proteins; Proteomics; Research; Research Personnel; Residencies; Resources; Ribosomal RNA; ribosome profiling; Rice; RNA; Role; Scientist; skills; small hairpin RNA; Soft Agar Assay; Solid; Testing; Therapeutic; therapeutic target; Training; transcriptome sequencing; Transfer RNA; Transfer RNA Aminoacylation; Translations; tumor; Tumor Biology; tumor initiation; tumor progression; Tumor stage; Universities; Untranslated RNA; Woman; Work; Xenograft procedure; ","Characterizing the Role of Leucyl Aminoacyl tRNA Synthetase (LARS) in Breast Cancer Metastasis","247026","ZRG1","Special Emphasis Panel ","","","02","50520","","50520",""
"10294762","R01","DE","7","N","12/10/2020","12/01/2020","03/31/2021","121","R01DE021109","SCHOOLS OF ARTS AND SCIENCES","PA-18-590","7R01DE021109-11","NIDCR:341090\","Non-SBIR/STTR RPGs","2020","NATIONAL INSTITUTE OF DENTAL & CRANIOFACIAL RESEARCH","","BOSTON","UNITED STATES","BIOLOGY","07","001423631","US","6116101","NORTHEASTERN UNIVERSITY","MA","021155005","PUBLIC HEALTH RELEVANCE:     This project will uncover the genes and signaling pathways that control formation of the face. A particular region of the embryonic face called the `Extreme Anterior Domain' is responsible for controlling neural crest cells that make the muscles and bones of the face. The long-term outcomes of this project will be improved pre-natal diagnosis and treatment of facial deformities that impact physical and psychological aspects of life.","1939337; ","SIVE, HAZEL L;","STEIN, KATHRYN K","03/15/2010","03/31/2021","Address; Animal Cap; Anterior; Anterior nares; Anterior Pituitary Gland; beta catenin; Biological Assay; Birth; bone; Bradykinin; Cells; Cephalic; Complement; convergent extension; craniofacial; Cytoskeleton; Data; Deformity; Development; Dose; Ectoderm; Embryo; Endoderm; Excision; Face; Frontonasal Prominence; Funding; Genes; Human; Immunoglobulin G; implantation; improved; in vivo imaging; Individual; inhibitor/antagonist; insight; Kininogenase; Kinins; Life; loss of function; Mediating; migration; Modeling; Muscle; mutant; Nanotubes; Neural Crest; Neural Crest Cell; Nitric Oxide; novel; Oral cavity; Outcome; Pathway interactions; Peptides; Prenatal Diagnosis; Production; Proteins; psychologic; public health relevance; Rana; Reporter; response; Role; S-nitro-N-acetylpenicillamine; sensor; Signal Pathway; Signal Transduction; Site; Surface Ectoderm; Testing; Tissues; Xenopus laevis; ","The Extreme Anterior Domain and Face Formation","021109","DEV1","Development - 1 Study Section ","","","11","217255","123835","341090",""
"10059273","R35","NS","5","N","12/07/2020","12/01/2020","11/30/2021","853","R35NS097212","SCHOOLS OF MEDICINE","RFA-NS-16-001","5R35NS097212-05","NINDS:1056778\","Non-SBIR/STTR RPGs","2021","NATIONAL INSTITUTE OF NEUROLOGICAL DISORDERS AND STROKE","","SAN FRANCISCO","UNITED STATES","BIOCHEMISTRY","12","094878337","US","577508","UNIVERSITY OF CALIFORNIA, SAN FRANCISCO","CA","941430962","NARRATIVE Our goal is to define the mechanisms that stabilize neural function throughout life. We have pioneered a sub- field of neuroscience, defining molecular mechanism that homeostatically control neurotransmission and neuronal firing properties. Our work is opening new avenues to treat aging and diseases of the brain.","1949073; ","DAVIS, GRAEME W;","MILLER, DANIEL L","12/01/2016","11/30/2024","Aging; Animals; autism spectrum disorder; Biological Models; Brain; Brain Diseases; Calcium; Data; Disease; Endoplasmic Reticulum; Epilepsy; experimental study; Foundations; Genetic; Goals; Health; Immune signaling; Impairment; insight; interest; Learning; Life; Link; Memory; Modeling; Molecular; Nerve Degeneration; nervous system disorder; Nervous system structure; Neurological Models; Neurons; Neurophysiology - biologic function; neuroregulation; Neurosciences; neurotransmission; neurotransmitter release; next generation; novel; Peripheral Nervous System; Phosphotransferases; presynaptic; Property; relating to nervous system; Reproducibility; Role; sensor; Signal Pathway; Signal Transduction; Synapses; System; Theoretical model; theories; Work; ","Homeostatic Stabilization of Neural Function in Health and Disease","097212","ZNS1","Special Emphasis Panel ","","","05","675000","381778","1056778",""
"10061521","R01","AG","5","N","12/09/2020","12/01/2020","11/30/2021","866","R01AG061898","SCHOOLS OF MEDICINE","PAR-18-175","5R01AG061898-03","NIA:1074243\","Non-SBIR/STTR RPGs","2021","NATIONAL INSTITUTE ON AGING","","LEXINGTON","UNITED STATES","NEUROSCIENCES","06","939017877","US","2793601","UNIVERSITY OF KENTUCKY","KY","405260001","NARRATIVE Success in the proposed first-in-human phase 1 clinical trial in healthy adult volunteers will provide safety and dosing information required to progress to the next stage of development for MW151, a promising brain- penetrant, small molecule drug candidate that targets dysregulated inflammation in the brain. MW151 has the potential to be a first-in-class disease modifying therapy for MCI/Alzheimer?s disease.","1870576 (contact); 1898426; ","VAN ELDIK, LINDA J (contact); WATTERSON, DANIEL MARTIN;","RYAN, LAURIE M","02/01/2019","11/30/2021","Address; Adult; Age; Alzheimer's Disease; Alzheimer's disease model; Alzheimer's disease related dementia; Alzheimer's disease therapeutic; Amyloid beta-Protein; analog; Animal Model; Animals; Anti-Inflammatory Agents; Arts; Attenuated; Award; base; Bioavailable; Brain; Canis familiaris; Cardiovascular system; Central Nervous System Diseases; Characteristics; Chemicals; Clinical; clinical development; Clinical Investigator; Clinical Protocols; Clinical Trials; Coenzyme A; cohort; cytokine; Data; design; Development; Disease; Disease Progression; Dose; dose information; drug candidate; Drug Kinetics; effective therapy; Elderly; Exhibits; first-in-human; Formulation; Functional disorder; Funding; Future; genotoxicity; healthy volunteer; Homeostasis; Human; Immunosuppression; Impaired cognition; Individual; Inflammation; Inflammatory; Injury; Intravenous; Investigational Drugs; Maximum Tolerated Dose; Measures; Metabolic; Modeling; Nerve Degeneration; Neurodegenerative Disorders; Neuroglia; neuroinflammation; novel; novel therapeutic intervention; Oral; Outcome; Pamphlets; Pathway interactions; Patients; Pharmaceutical Preparations; Pharmacodynamics; Pharmacology; Pharmacology and Toxicology; Phase; phase 1 study; Phase I Clinical Trials; Phase Ib Clinical Trial; physical property; Plasma; Population; pre-clinical; preclinical development; Predisposition; prevent; Public Health; Rattus; respiratory; restoration; Risk; Route; Safety; safety study; small molecule; stressor; success; Synapses; Testing; Therapeutic; Toxicology; volunteer; ","First-in-human SAD & MAD trials for MW151, a novel Alzheimer's disease drug candidate that attenuates proinflammatory cytokine dysregulation","061898","ZRG1","Special Emphasis Panel ","","","03","926940","147303","1074243",""
"10063586","R01","NS","5","N","12/10/2020","12/01/2020","11/30/2021","853","R01NS104835","SCHOOLS OF ARTS AND SCIENCES","RFA-NS-17-014","5R01NS104835-04","NINDS:349027\","Non-SBIR/STTR RPGs","2021","NATIONAL INSTITUTE OF NEUROLOGICAL DISORDERS AND STROKE","","PITTSBURGH","UNITED STATES","BIOLOGY","18","052184116","US","247601","CARNEGIE-MELLON UNIVERSITY","PA","152133815","Project Narrative    Motor symptoms of Parkinson?s disease (PD), a neurodegenerative disorder affecting nearly 1 million  Americans are attributed to dysfunction of motor circuits in the basal ganglia. Experiments in this proposal  investigate the organization and function of cell-­specific output pathways of the GPe whose bidirectional  modulation induces long-­lasting motor rescue in dopamine depleted mice. This work demonstrates how  knowledge about the organization of basal ganglia circuitry can lead to better, more persistent treatments for  motor dysfunction in disease.        ","9530640; ","GITTIS, ARYN HILARY;","DAVID, KAREN KATE","12/15/2017","11/30/2022","Address; Affect; American; Anatomy; Anxiety; Axon; Basal Ganglia; base; Behavior; Behavioral; Brain; BRAIN initiative; Cell Nucleus; Cell physiology; cell type; Cells; Complement; Corpus striatum structure; Coupled; Data; Diffuse; Disease; Dopamine; Electrophysiology (science); Environment; experimental study; Food; Functional disorder; Funding; Genetic; Globus Pallidus; Goals; Heterogeneity; Homeobox; Hour; improved; in vivo; insight; Intervention; Knowledge; Lead; Location; Maps; Mediating; Methodology; Modeling; Motor; motor disorder; motor symptom; Movement; Mus; Nature; nervous system disorder; neural circuit; Neurodegenerative Disorders; Neurologic; Neurons; Opsin; optogenetics; Output; Parkinson Disease; Parvalbumins; Pathologic; Pathway interactions; Pattern; Play; Population; Positioning Attribute; Property; Recovery; Research Personnel; Resources; Rest; restoration; Rodent; Role; Site; Social Interaction; Structure of subthalamic nucleus; Substantia nigra structure; Techniques; Testing; Therapeutic; Therapeutic Intervention; tool; Transgenic Mice; treatment strategy; Viral; Work; ","DELINEATING CELL-SPECIFIC OUTPUT PATHWAYS OF THE GPe THAT SUPPORT LONG-LASTING BEHAVIORAL RECOVERY IN DOPAMINE DEPLETED MICE","104835","ZRG1","Special Emphasis Panel ","","","04","225000","124027","349027",""
"10075918","P30","DK","5","N","12/09/2020","12/01/2020","11/30/2021","","P30DK020579","","RFA-DK-16-020","5P30DK020579-44","NIDDK:22645\","RESEARCH CENTERS","2021","NATIONAL INSTITUTE OF DIABETES AND DIGESTIVE AND KIDNEY DISEASES","","SAINT LOUIS","UNITED STATES","","01","068552207","US","9083901","WASHINGTON UNIVERSITY","MO","631304862","","9037272; ","BERNAL-MIZRACHI, CARLOS ;","","12/01/1996","11/30/2022","Advisory Committees; Area; Clinical; Collaborations; Communities; Diabetes Mellitus; Diabetes prevention; Fostering; Funding; Learning; lectures; Medical; member; Mentors; Metabolic Diseases; Metabolism; National Institute of Diabetes and Digestive and Kidney Diseases; novel strategies; outreach; Pathogenesis; Postdoctoral Fellow; pre-doctoral; Prevention approach; Productivity; programs; Research; Research Personnel; Schedule; Scientist; Series; symposium; Training and Education; Translational Research; Universities; Visit; Washington; ","Enrichment Program","020579","ZDK1","Special Emphasis Panel ","7760","","44","14849","7796","","22645"
"10079820","U19","AI","5","N","12/10/2020","12/01/2020","11/30/2021","","U19AI089992","","RFA-AI-15-041","5U19AI089992-10","NIAID:449718\","Non-SBIR/STTR RPGs","2021","NATIONAL INSTITUTE OF ALLERGY AND INFECTIOUS DISEASES","","NEW HAVEN","UNITED STATES","","03","043207562","US","9420201","YALE UNIVERSITY","CT","065208327","Project Narrative We propose to use a systems approach that combines well-defined cohorts with unbiased large-scale profiling to elucidate signatures defining immune responsiveness in the context of divergent disease outcomes. The goals of the Single Cell Immune Profiling Core are to provide data and high dimensional analysis for multiparameter analysis including CyTOF single-cell profiling, nanowell- based single-cell analysis, and single-cell RNA-Seq.","1924351; ","MONTGOMERY, RUTH R;","","07/12/2010","11/30/2021","Antibodies; base; Behavior; Biological Assay; Biopsy; Blood; cell type; Cells; Cerebrospinal Fluid; Clinical; cohort; Collaborations; comparative; Computer Analysis; computerized tools; Custom; Cytometry; Data; Data Analyses; data integration; data management; Data Management Resources; data warehouse; Detection; dimensional analysis; Disease; Disease Outcome; erythema migrans; exhaustion; feeding; Flow Cytometry; Fluorescence; Genetic Transcription; Goals; Heavy Metals; high dimensionality; Human; human disease; Image Cytometry; Immune; Immune response; Immune system; Immunologic Markers; Immunologics; Immunophenotyping; Infection; innovation; interest; Investigation; Ions; Label; Measurement; Measures; Molecular Profiling; National Institute of Allergy and Infectious Disease; new technology; pathogen; Pathogenesis; Pathway interactions; Patients; Phenotype; Population; Reporting; Reproducibility; Research Project Grants; Resources; response; Sampling; Services; sharing platform; Signal Pathway; Signal Transduction; single cell analysis; single cell technology; single-cell RNA sequencing; Specificity; Sputum; Standardization; Surface; Synovial Fluid; System; targeted sequencing; Techniques; Technology; Time; Tissues; transcriptome; transcriptome sequencing; Visualization; web interface; ","Core C:  Single Cell Phenotyping","089992","ZAI1","Special Emphasis Panel ","7017","","10","356747","92971","","449718"
"10051422","R34","MH","5","N","12/10/2020","12/01/2020","11/30/2021","242","R34MH118178","SCHOOLS OF PUBLIC HEALTH","PA-18-276","5R34MH118178-03","NIMH:147375\","Non-SBIR/STTR RPGs","2021","NATIONAL INSTITUTE OF MENTAL HEALTH","","BALTIMORE","UNITED STATES","PUBLIC HEALTH & PREV MEDICINE","07","001910777","US","4134401","JOHNS HOPKINS UNIVERSITY","MD","21218","Relevance The proposed study is relevant to the persistent HIV and STI epidemics that disproprotionately impact Black men who have sex with men. This combination biomedical, behavioral and social approach is designed to prevent transmission of HIV and STI infection and improve linkage to care and prevention options (e.g. PrEP) and be cost-effective, sustainable and easily implemented by CBOs and health departments.","6841475; ","TOBIN, KARIN E;","GREENWOOD, GREGORY","02/05/2019","11/30/2021","Address; Affect; Age; aged; Baltimore; base; Baseline Surveys; Behavior; Behavioral; Biological; black men who have sex with men; Black race; care systems; Caring; Characteristics; Chlamydia; Clinic; Clinical; co-infection; Code; Communication Tools; comparison intervention; condomless anal sex; Consent; cost effective; Counseling; design; Diffusion of Innovation; Early Diagnosis; Educational Intervention; Enrollment; Epidemic; experience; FDA approved; follow-up; Fright; Gonorrhea; Guidelines; Health; Health Promotion; high risk; HIV; Human immunodeficiency virus test; improved; inclusion criteria; Individual; Infection; Internet; Intervention; Knowledge; Laboratories; Latent Syphilis; Link; male; Measures; men who have sex with men; Methods; Motivation; Online Systems; Oral; oral HIV; Outcome; outreach; Patient Self-Report; peer; peer coaching; peer learning; pre-exposure prophylaxis; prevent; Prevention; prevention service; Privacy; Randomized; Reaction; Recording of previous events; Reporting; Resources; Risk; risk perception; Sampling; screening; Services; sex; Sexual Health; sexual HIV transmission; Sexual Partners; sexual risk behavior; Sexually Transmitted Diseases; social; social norm; Social support; Specimen; Surveys; Swab; Syphilis; Technology; Testing; theories; Time; tool; Training; transmission process; Treatment Efficacy; Trust; uptake; Urethra; web site; willingness; ","A pilot Peer Mentor intervention that trains Black MSM to use and promote uptake of HIV/STI self-testing to peers and sex partners.","118178","ZRG1","Special Emphasis Panel ","","","03","90000","57375","147375",""
"10079453","K01","AG","5","N","12/08/2020","12/01/2020","11/30/2021","866","K01AG055691","SCHOOLS OF MEDICINE","PA-16-190","5K01AG055691-04","NIA:127872\","OTHER RESEARCH-RELATED","2021","NATIONAL INSTITUTE ON AGING","","PHILADELPHIA","UNITED STATES","SOCIAL SCIENCES","03","042250712","US","6463801","UNIVERSITY OF PENNSYLVANIA","PA","191046205","Project narrative Although sleep has significant potential to impair cognition and impede health, relatively little is known about the causes and impacts of sleep deprivation in low SES populations and how to address these disparities, a gap that is especially acute in ?real-world? settings with extended time frames. This research will begin to close this gap in knowledge through a 400 person randomized trial in Chennai, India, which will objectively and rigorously measure sleep and key environmental factors impacting sleep, evaluate the impact of two simple and scalable interventions to improve sleep, and estimate the causal effect of improved sleep on cognitive function, decision-making, health outcomes and behaviors (e.g. blood pressure, tobacco consumption), and earnings. Providing rigorous evidence on these relationships and improving our collective understanding of the causes and costs to sleep deprivation, including not just direct health outcomes, but also shifts in preferences and decision-making directly relevant to health, will provide policy-relevant information important to improving health and healthy behaviors as well as promoting heathy and economically-secure aging.","14490686; ","SCHOFIELD, HEATHER ;","BHATTACHARYYA, PARTHA","12/15/2017","11/30/2022","Acute; Address; Adult; adverse outcome; Age; Aging; Alcohol consumption; Attention; Behavior; Behavioral; behavioral economics; Biological; Blood Pressure; blood pressure reduction; Cardiovascular Physiology; career; Career Mobility; Chronic; Cognition; Cognitive; cognitive ability; cognitive change; cognitive function; Cognitive Science; cost; Cost Measures; Decision Making; Developing Countries; diarrheal disease; Dimensions; disadvantaged population; discount; Disease; econometrics; Economic Models; Enrollment; Environment; Environmental Risk Factor; experimental study; Exposure to; Feedback; Food; global health; Goals; Health; Health behavior; health disparity; health economics; Health Promotion; healthy aging; immune function; Impaired cognition; Impaired health; improved; Incidence; Income; India; Individual; Inflammatory Response; Insecta; Intervention; Investments; Knowledge; Life Cycle Stages; Light; Link; Logistics; Low income; low socioeconomic status; Machine Learning; Measurement; Measures; Mediator of activation protein; Mentorship; Metabolism; Morbidity - disease rate; Noise; Observational Study; Outcome; Pain; Participant; Patient Self-Report; Personal Satisfaction; Persons; physical conditioning; Physiological; Policies; Population; Poverty; predictive modeling; preference; programs; Psyche structure; Psychomotor Performance; Public Health; Randomized; randomized trial; Research; Research Personnel; research study; respiratory; Risk; Risk Behaviors; Role; Running; Sampling; Savings; Secure; Shapes; skills; skills training; Sleep; Sleep Deprivation; Sleep disturbances; sleep health; Surveys; Taxes; Testing; Time; Tobacco; Tobacco use; Training; Translating; ","The Health and Behavioral Effects of Sleep Deprivation Among the Urban Poor in India","055691","NIA","Neuroscience of Aging Review Committee ","","","04","118400","9472","127872",""
"10062485","R01","CA","5","N","12/08/2020","12/01/2020","11/30/2021","395","R01CA223370","SCHOOLS OF MEDICINE","PAR-16-245","5R01CA223370-03","NCI:457226\","Non-SBIR/STTR RPGs","2021","NATIONAL CANCER INSTITUTE","","CLEVELAND","UNITED STATES","OTHER BASIC SCIENCES","11","135781701","US","10000858","CLEVELAND CLINIC LERNER COM-CWRU","OH","441950001","NARRATIVE Glioblastoma (GBM) is the most common and most lethal primary brain tumor. Median survival of GBM patients is only 15 months despite maximal surgical resection, radiation, and temozolomide chemotherapy. Recent approaches with molecularly targeted agents have been disappointing, with no significant impact on overall survival. The challenges inherent in developing effective GBM treatments include resistance to standard treatments, invasive tumor growth, and the tumor's genetic complexity and molecular adaptability. This proposal aims to establish a novel and effective therapeutic approach based on neurotransmitter- mediated signaling in GBM.","10189828; ","LEE, JEONGWU ;","CHEN, WEIWEI","12/06/2018","11/30/2023","Agonist; Anabolism; Antipsychotic Agents; antitumor effect; base; Binding; Bioinformatics; Biological; Biological Assay; Biological Markers; Blood - brain barrier anatomy; Brain; brain cell; Cell Death; Cell Maintenance; Cells; chemotherapy; Chemotherapy and/or radiation; Clinic; curative treatments; Data; Development; disorder subtype; DNA Sequence Alteration; Dopamine; Dopamine Receptor; dopamine transporter; Drug Delivery Systems; drug sensitivity; Drug Targeting; Enzymes; Excision; FDA approved; Genetic; genomic data; Glioblastoma; Goals; Growth; GTP-Binding Proteins; Heterogeneity; Human; in vivo; inhibitor/antagonist; irradiation; knock-down; Libraries; Ligands; Malignant neoplasm of brain; Malignant Neoplasms; Mediating; Mediator of activation protein; Modeling; Molecular; Molecular Analysis; Molecular Target; Mus; neoplastic cell; Neurotransmitters; Nonsense Mutation; novel; novel strategies; Oncogenic; Operative Surgical Procedures; Organoids; Pathologic; Pathway interactions; Patients; Pattern; Peptide Receptor; Pharmacology; Phenotype; pre-clinical; Prediction of Response to Therapy; predictive marker; Primary Brain Neoplasms; Radiation; radiation resistance; receptor; Receptor Protein-Tyrosine Kinases; Receptor Signaling; Resistance; resistance mechanism; response; Role; self-renewal; Signal Pathway; Signal Transduction; Specimen; standard care; stem; Stratification; System; systemic toxicity; targeted agent; temozolomide; Testing; Therapeutic; therapy resistant; tool; Translations; Treatment Efficacy; tumor; tumor growth; Tumor-Derived; tumorigenic; Validation; validation studies; ","Targeting oncogenic dopamine receptor signaling in glioblastoma","223370","ZRG1","Special Emphasis Panel ","","","03","283991","173235","457226",""
"10151142","F30","CA","1","N","12/09/2020","12/09/2020","12/08/2021","398","F30CA257489","SCHOOLS OF MEDICINE","PA-19-191","1F30CA257489-01","NCI:50520\","TRAINING, INDIVIDUAL","2021","NATIONAL CANCER INSTITUTE","","STONY BROOK","UNITED STATES","OTHER CLINICAL SCIENCES","01","804878247","US","5992612","STATE UNIVERSITY NEW YORK STONY BROOK","NY","117943362","Narrative: Pancreatic Ductal Adenocarcinoma (PDAC) takes advantage of its surrounding tissue to promote its malignant growth and evade the immune system. To understand how cellular interactions within the PDAC ecosystem impact clinical outcome, I propose to build and characterize a detailed single-cell transcriptomic atlas of the PDAC microenvironment at an unprecedented spatial and transcriptional detail. This hybrid tumor mapping will serve as a valuable bioinformatic resource by lending researchers the ability to investigate targetable cell signaling interactions within the cancer tissue landscape.","15735530; ","OH, KI HONG ;","DAMICO, MARK W","12/09/2020","12/08/2024","Address; Algorithms; Atlases; Basic Science; Big Data; bioinformatics resource; Biological; Cancer Biology; cancer heterogeneity; cancer type; Cell Communication; cell type; Cells; Clinical; Clinical Trials; cloud based; Coculture Techniques; Combined Modality Therapy; Communities; Complex; computer infrastructure; Cultured Cells; Data; data exploration; Data Set; data visualization; Desmoplastic; Drug resistance; Early Diagnosis; Ecosystem; Elements; experimental study; Face; Fibroblast Growth Factor; Fibroblasts; Future; genetic signature; Genetic Transcription; Growth; Heterogeneity; high dimensionality; Histology; Human; Hybrids; Immune; Immune Evasion; Immune system; Immunohistochemistry; Immunosuppression; improved; In Situ Hybridization; In Vitro; in vivo; insight; Insulin-Like Growth Factor I; Intuition; laser capture microdissection; Lead; Light; Logistics; Lymphocyte; Malignant - descriptor; Malignant neoplasm of pancreas; Malignant Neoplasms; Maps; Measurement; Meta-Analysis; Microdissection; Minor; Modeling; Molecular Analysis; Molecular Profiling; molecular subtypes; multidimensional data; multimodality; Mus; Myelogenous; Nature; neoplastic; neoplastic cell; novel; Oncology; Online Systems; Organoids; Outcome; outcome forecast; Pancreatic Ductal Adenocarcinoma; pancreatic neoplasm; paracrine; Pathology; Pathway interactions; patient stratification; Patients; personalized medicine; Pharmaceutical Preparations; Phenotype; Play; Population; precision medicine; Production; profiles in patients; prognostic; Proteins; Reproducibility; Research; Research Personnel; Resistance; Resolution; Resources; Role; Sampling; Signal Transduction; single cell analysis; single cell sequencing; single-cell RNA sequencing; Solid; Source; standard care; Stromal Cells; Testing; TGFB1 gene; Therapeutic; Therapeutic Intervention; therapeutic target; Time; Tissues; transcriptome sequencing; transcriptomics; Translational Research; Treatment Efficacy; treatment group; treatment response; tumor; tumor microenvironment; Tumor Subtype; Validation; virtual; wasting; Work; Xenograft procedure; ","Single Cell Deconvolution of the Pancreatic Tumor Microenvironment","257489","ZRG1","Special Emphasis Panel ","","","01","50520","","50520",""
